brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date
VietJet Air,1.735.280 VND/khách,20:05,25 thg 4,22:10,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,05:00,25 thg 4,07:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,06:00,25 thg 4,08:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,07:10,25 thg 4,09:20,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,07:30,25 thg 4,09:40,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,12:10,25 thg 4,14:20,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,12:50,25 thg 4,15:00,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,13:10,25 thg 4,15:20,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,21:00,25 thg 4,23:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,22:10,25 thg 4,00:20,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.735.280 VND/khách,22:55,25 thg 4,01:05,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
