brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date
VietJet Air,1.722.672 VND/khách,22:55,26 thg 4,01:05,27 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.725.330 VND/khách,20:00,26 thg 4,22:10,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.725.330 VND/khách,20:00,26 thg 4,22:10,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.725.330 VND/khách,20:30,26 thg 4,22:40,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.725.330 VND/khách,21:00,26 thg 4,23:10,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.725.330 VND/khách,22:10,26 thg 4,00:20,27 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.725.330 VND/khách,23:35,26 thg 4,01:45,27 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
VietJet Air,1.754.185 VND/khách,19:40,26 thg 4,21:50,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
Vietravel Airlines,1.756.260 VND/khách,05:45,26 thg 4,07:55,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",09-04-2025
VietJet Air,1.853.685 VND/khách,05:00,26 thg 4,07:10,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",09-04-2025
