id,brand,price,start_time,start_day,end_time,end_day,trip_time,destination,checked_baggage,hand_luggage,crawl_date
HAN0416,VietJet Air,3.383.986 VND/khách,14:05,02 thg 5,16:10,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0430,VietJet Air,3.383.986 VND/khách,15:25,02 thg 5,17:35,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0457,VietJet Air,3.383.986 VND/khách,16:05,02 thg 5,18:15,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0479,VietJet Air,3.383.986 VND/khách,16:50,02 thg 5,19:00,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0644,VietJet Air,3.383.986 VND/khách,21:00,02 thg 5,23:10,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0179,VietJet Air,3.467.310 VND/khách,06:15,02 thg 5,08:25,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0251,VietJet Air,3.467.310 VND/khách,08:10,02 thg 5,10:20,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0278,VietJet Air,3.467.310 VND/khách,09:20,02 thg 5,11:30,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0320,VietJet Air,3.467.310 VND/khách,10:25,02 thg 5,12:35,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0350,VietJet Air,3.467.310 VND/khách,12:10,02 thg 5,14:20,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0391,VietJet Air,3.467.310 VND/khách,12:50,02 thg 5,15:00,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0400,VietJet Air,3.467.310 VND/khách,13:10,02 thg 5,15:20,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN1138,Vietnam Airlines,3.688.833 VND/khách,19:35,02 thg 5,21:40,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1200,Vietnam Airlines,3.688.833 VND/khách,21:00,02 thg 5,23:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1271,Vietnam Airlines,3.694.561 VND/khách,23:15,02 thg 5,01:15,03 thg 5,2h 0m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0744,Vietnam Airlines,3.694.561 VND/khách,06:00,02 thg 5,08:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0771,Vietnam Airlines,3.694.561 VND/khách,06:30,02 thg 5,08:35,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1248,Vietnam Airlines,3.694.561 VND/khách,23:00,02 thg 5,01:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0723,Vietnam Airlines,3.694.561 VND/khách,04:55,02 thg 5,07:05,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0026,Bamboo Airways,3.716.055 VND/khách,10:40,02 thg 5,12:50,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN1068,Vietnam Airlines,3.852.575 VND/khách,17:00,02 thg 5,19:10,02 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0797,Vietnam Airlines,3.859.021 VND/khách,08:00,02 thg 5,10:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0820,Vietnam Airlines,3.859.021 VND/khách,09:00,02 thg 5,11:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0841,Vietnam Airlines,3.859.021 VND/khách,10:00,02 thg 5,12:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0869,Vietnam Airlines,3.859.021 VND/khách,11:00,02 thg 5,13:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0891,Vietnam Airlines,3.859.021 VND/khách,12:00,02 thg 5,14:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0919,Vietnam Airlines,3.859.021 VND/khách,13:00,02 thg 5,15:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0970,Vietnam Airlines,3.859.021 VND/khách,14:30,02 thg 5,16:35,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1012,Vietnam Airlines,3.859.021 VND/khách,16:00,02 thg 5,18:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1091,Vietnam Airlines,3.859.021 VND/khách,18:00,02 thg 5,20:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1116,Vietnam Airlines,3.859.021 VND/khách,19:00,02 thg 5,21:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1160,Vietnam Airlines,3.859.021 VND/khách,20:00,02 thg 5,22:05,02 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1223,Vietnam Airlines,3.859.021 VND/khách,22:00,02 thg 5,00:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0001,Bamboo Airways,2.622.099 VND/khách,05:25,03 thg 5,07:35,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0133,Bamboo Airways,2.622.099 VND/khách,23:55,03 thg 5,02:05,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN1283,Vietravel Airlines,2.758.088 VND/khách,05:45,03 thg 5,07:55,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0132,Bamboo Airways,2.852.590 VND/khách,23:45,03 thg 5,01:55,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0138,VietJet Air,2.860.787 VND/khách,05:00,03 thg 5,07:10,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0159,VietJet Air,3.053.000 VND/khách,06:00,03 thg 5,08:10,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0180,VietJet Air,3.053.000 VND/khách,06:15,03 thg 5,08:25,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0252,VietJet Air,3.053.000 VND/khách,08:10,03 thg 5,10:20,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0279,VietJet Air,3.053.000 VND/khách,09:20,03 thg 5,11:30,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0671,VietJet Air,3.053.000 VND/khách,22:10,03 thg 5,00:20,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0700,VietJet Air,3.053.000 VND/khách,23:35,03 thg 5,01:45,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0500,VietJet Air,3.059.333 VND/khách,17:20,03 thg 5,19:30,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0099,Bamboo Airways,3.117.758 VND/khách,19:55,03 thg 5,22:05,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0480,VietJet Air,3.167.063 VND/khách,16:50,03 thg 5,19:00,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0300,VietJet Air,3.211.292 VND/khách,09:40,03 thg 5,11:50,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0524,VietJet Air,3.211.292 VND/khách,18:45,03 thg 5,20:55,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0548,VietJet Air,3.211.292 VND/khách,19:40,03 thg 5,21:50,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0027,Bamboo Airways,3.375.607 VND/khách,10:40,03 thg 5,12:50,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0064,Bamboo Airways,3.458.396 VND/khách,17:55,03 thg 5,20:05,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0208,VietJet Air,3.493.958 VND/khách,07:10,03 thg 5,09:20,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0321,VietJet Air,3.493.958 VND/khách,10:25,03 thg 5,12:35,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0351,VietJet Air,3.493.958 VND/khách,12:10,03 thg 5,14:20,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0458,VietJet Air,3.493.958 VND/khách,16:05,03 thg 5,18:15,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0569,VietJet Air,3.493.958 VND/khách,20:00,03 thg 5,22:10,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0611,VietJet Air,3.493.958 VND/khách,20:30,03 thg 5,22:40,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0645,VietJet Air,3.493.958 VND/khách,21:00,03 thg 5,23:10,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN1013,Vietnam Airlines,3.852.575 VND/khách,16:00,03 thg 5,18:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1161,Vietnam Airlines,3.852.575 VND/khách,20:00,03 thg 5,22:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0946,Vietnam Airlines,3.852.575 VND/khách,14:00,03 thg 5,16:15,03 thg 5,2h 15m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0745,Vietnam Airlines,3.859.021 VND/khách,06:00,03 thg 5,08:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0765,Vietnam Airlines,3.859.021 VND/khách,06:15,03 thg 5,08:20,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0772,Vietnam Airlines,3.859.021 VND/khách,06:30,03 thg 5,08:35,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0777,Vietnam Airlines,3.859.021 VND/khách,07:00,03 thg 5,09:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0798,Vietnam Airlines,3.859.021 VND/khách,08:00,03 thg 5,10:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0821,Vietnam Airlines,3.859.021 VND/khách,09:00,03 thg 5,11:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0892,Vietnam Airlines,3.859.021 VND/khách,12:00,03 thg 5,14:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0945,Vietnam Airlines,3.859.021 VND/khách,14:00,03 thg 5,16:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1062,Vietnam Airlines,3.859.021 VND/khách,16:50,03 thg 5,18:55,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1092,Vietnam Airlines,3.859.021 VND/khách,18:00,03 thg 5,20:05,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1111,Vietnam Airlines,3.859.021 VND/khách,18:30,03 thg 5,20:35,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1185,Vietnam Airlines,3.859.021 VND/khách,20:30,03 thg 5,22:35,03 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1224,Vietnam Airlines,3.859.021 VND/khách,22:00,03 thg 5,00:05,04 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1249,Vietnam Airlines,3.859.021 VND/khách,23:00,03 thg 5,01:05,04 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0724,Vietnam Airlines,3.859.021 VND/khách,04:55,03 thg 5,07:05,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN1069,Vietnam Airlines,3.859.021 VND/khách,17:00,03 thg 5,19:10,03 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,01-05-2025
HAN0002,Bamboo Airways,3.117.758 VND/khách,05:25,04 thg 5,07:35,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0107,Bamboo Airways,3.117.758 VND/khách,21:05,04 thg 5,23:15,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0122,Bamboo Airways,3.117.758 VND/khách,23:05,04 thg 5,01:15,05 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN1284,Vietravel Airlines,3.201.975 VND/khách,05:45,04 thg 5,07:55,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0139,VietJet Air,3.211.292 VND/khách,05:00,04 thg 5,07:10,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0100,Bamboo Airways,3.458.396 VND/khách,19:55,04 thg 5,22:05,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0591,VietJet Air,3.493.958 VND/khách,20:05,04 thg 5,22:10,04 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0209,VietJet Air,3.493.958 VND/khách,07:10,04 thg 5,09:20,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0232,VietJet Air,3.493.958 VND/khách,07:30,04 thg 5,09:40,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0253,VietJet Air,3.765.317 VND/khách,08:10,04 thg 5,10:20,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0352,VietJet Air,3.765.317 VND/khách,12:10,04 thg 5,14:20,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0612,VietJet Air,3.765.317 VND/khách,20:30,04 thg 5,22:40,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0020,Bamboo Airways,3.807.193 VND/khách,08:30,04 thg 5,10:40,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0028,Bamboo Airways,3.807.193 VND/khách,10:40,04 thg 5,12:50,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0417,VietJet Air,3.821.851 VND/khách,14:05,04 thg 5,16:10,04 thg 5,2h 5m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0181,VietJet Air,3.821.851 VND/khách,06:15,04 thg 5,08:25,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0322,VietJet Air,3.821.851 VND/khách,10:25,04 thg 5,12:35,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0343,VietJet Air,3.821.851 VND/khách,11:25,04 thg 5,13:35,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0352,VietJet Air,3.821.851 VND/khách,12:10,04 thg 5,14:20,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0401,VietJet Air,3.821.851 VND/khách,13:10,04 thg 5,15:20,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0432,VietJet Air,3.821.851 VND/khách,15:25,04 thg 5,17:35,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0481,VietJet Air,3.821.851 VND/khách,16:50,04 thg 5,19:00,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0501,VietJet Air,3.821.851 VND/khách,17:20,04 thg 5,19:30,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
HAN0549,VietJet Air,3.821.851 VND/khách,19:40,04 thg 5,21:50,04 thg 5,2h 10m,"Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,01-05-2025
