brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,checked_baggage,hand_luggage,crawl_date
Bamboo Airways,2.589.993 VND/khách,12:50,26 thg 4,26 thg 4,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.042.880 VND/khách,22:10,26 thg 4,27 thg 4,00:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.042.880 VND/khách,22:55,26 thg 4,27 thg 4,01:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.042.880 VND/khách,23:35,26 thg 4,27 thg 4,01:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
Vietravel Airlines,2.169.563 VND/khách,05:45,26 thg 4,26 thg 4,07:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.187.437 VND/khách,20:50,26 thg 4,26 thg 4,23:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.187.437 VND/khách,21:00,26 thg 4,26 thg 4,23:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.214.450 VND/khách,05:00,26 thg 4,26 thg 4,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.214.450 VND/khách,17:20,26 thg 4,26 thg 4,19:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.214.450 VND/khách,19:40,26 thg 4,26 thg 4,21:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.214.450 VND/khách,20:00,26 thg 4,26 thg 4,22:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.214.450 VND/khách,20:00,26 thg 4,26 thg 4,22:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.214.450 VND/khách,20:30,26 thg 4,26 thg 4,22:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.390.010 VND/khách,06:15,26 thg 4,26 thg 4,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.390.010 VND/khách,07:10,26 thg 4,26 thg 4,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.390.010 VND/khách,07:30,26 thg 4,26 thg 4,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.390.010 VND/khách,15:25,26 thg 4,26 thg 4,17:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.390.010 VND/khách,16:50,26 thg 4,26 thg 4,19:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
Vietnam Airlines,2.436.792 VND/khách,16:40,26 thg 4,26 thg 4,18:45,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Bamboo Airways,2.589.993 VND/khách,12:50,26 thg 4,26 thg 4,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
Bamboo Airways,2.589.993 VND/khách,15:45,26 thg 4,26 thg 4,17:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
Bamboo Airways,2.589.993 VND/khách,21:30,26 thg 4,26 thg 4,23:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.591.505 VND/khách,08:10,26 thg 4,26 thg 4,10:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,14:30,26 thg 4,26 thg 4,16:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,16:00,26 thg 4,26 thg 4,18:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,18:00,26 thg 4,26 thg 4,20:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,19:00,26 thg 4,26 thg 4,21:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,20:00,26 thg 4,26 thg 4,22:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,20:30,26 thg 4,26 thg 4,22:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,2.627.361 VND/khách,22:15,26 thg 4,27 thg 4,00:20,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 3","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
