brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
VietJet Air,2.027.918 VND/khách,21:30,21 thg 4,23:30,21 thg 4,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.045.873 VND/khách,22:55,21 thg 4,00:50,22 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.045.873 VND/khách,20:00,21 thg 4,22:10,21 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.068.815 VND/khách,22:00,21 thg 4,23:55,21 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
Bamboo Airways,2.558.195 VND/khách,23:05,21 thg 4,01:15,22 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.595.495 VND/khách,22:10,21 thg 4,00:20,22 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
Vietnam Airlines,3.055.367 VND/khách,22:55,21 thg 4,01:00,22 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Bamboo Airways,3.374.111 VND/khách,15:45,21 thg 4,17:55,21 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 7 kg,Hành lý 20 kg,21-04-2025
VietJet Air,3.393.495 VND/khách,19:00,21 thg 4,20:55,21 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
Vietnam Airlines,3.500.705 VND/khách,23:40,21 thg 4,01:50,22 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Vietnam Airlines,3.502.039 VND/khách,16:40,21 thg 4,18:45,21 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Vietnam Airlines,3.502.039 VND/khách,23:00,21 thg 4,01:05,22 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Vietnam Airlines,3.703.663 VND/khách,21:00,21 thg 4,23:05,21 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Vietnam Airlines,3.703.663 VND/khách,22:00,21 thg 4,00:05,22 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Vietnam Airlines,3.703.663 VND/khách,17:00,21 thg 4,19:10,21 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Bamboo Airways,3.714.408 VND/khách,18:45,21 thg 4,20:55,21 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 7 kg,Hành lý 20 kg,21-04-2025
VietJet Air,3.737.633 VND/khách,16:25,21 thg 4,18:20,21 thg 4,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
Vietnam Airlines,3.861.912 VND/khách,16:00,21 thg 4,18:05,21 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
Vietnam Airlines,3.868.063 VND/khách,15:00,21 thg 4,17:05,21 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 1 x 12 kg,Hành lý 23 kg,21-04-2025
