brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
Vietravel Airlines,2.022.038 VND/khách,05:45,25 thg 4,07:55,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.013.953 VND/khách,22:10,25 thg 4,00:20,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.017.943 VND/khách,20:50,25 thg 4,23:00,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.017.943 VND/khách,21:00,25 thg 4,23:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.017.943 VND/khách,23:35,25 thg 4,01:45,26 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.184.525 VND/khách,05:00,25 thg 4,07:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.184.525 VND/khách,12:10,25 thg 4,14:20,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.184.525 VND/khách,12:25,25 thg 4,14:35,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.184.525 VND/khách,12:50,25 thg 4,15:00,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.184.525 VND/khách,19:40,25 thg 4,21:50,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.184.525 VND/khách,20:00,25 thg 4,22:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.192.505 VND/khách,14:05,25 thg 4,16:10,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
VietJet Air,2.192.505 VND/khách,06:00,25 thg 4,08:10,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý xách tay 7 kg,Hành lý 0 kg,21-04-2025
