brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date
Vietravel Airlines,1.597.860 VND/khách,05:45,24 thg 4,07:55,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
VietJet Air,1.580.060 VND/khách,05:00,24 thg 4,07:10,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,06:00,24 thg 4,08:10,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,06:15,24 thg 4,08:25,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,18:45,24 thg 4,20:55,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,19:40,24 thg 4,21:50,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,20:00,24 thg 4,22:10,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,21:00,24 thg 4,23:10,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,22:10,24 thg 4,00:20,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,22:55,24 thg 4,01:05,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.580.060 VND/khách,23:35,24 thg 4,01:45,25 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
Vietravel Airlines,1.597.860 VND/khách,05:45,24 thg 4,07:55,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
Vietnam Airlines,1.659.514 VND/khách,04:55,24 thg 4,07:05,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
VietJet Air,1.723.340 VND/khách,07:10,24 thg 4,09:20,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.723.340 VND/khách,07:30,24 thg 4,09:40,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.723.340 VND/khách,08:10,24 thg 4,10:20,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.723.340 VND/khách,11:25,24 thg 4,13:35,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.723.340 VND/khách,20:25,24 thg 4,22:35,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.723.340 VND/khách,20:30,24 thg 4,22:40,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.746.225 VND/khách,12:10,24 thg 4,14:20,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
Vietnam Airlines,1.759.239 VND/khách,23:00,24 thg 4,01:05,25 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
VietJet Air,1.775.080 VND/khách,16:05,24 thg 4,18:15,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
VietJet Air,1.841.745 VND/khách,09:20,24 thg 4,11:30,24 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",13-04-2025
Vietnam Airlines,1.974.024 VND/khách,19:35,24 thg 4,21:40,24 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
Vietnam Airlines,1.993.005 VND/khách,18:30,24 thg 4,20:35,24 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
Vietnam Airlines,2.173.824 VND/khách,20:00,24 thg 4,22:05,24 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",13-04-2025
