brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date
Vietravel Airlines,1.584.946 VND/khách,05:45,28 thg 4,07:55,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",11-04-2025
VietJet Air,1.709.774 VND/khách,20:05,28 thg 4,22:10,28 thg 4,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.709.774 VND/khách,06:15,28 thg 4,08:25,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.709.774 VND/khách,06:30,28 thg 4,08:40,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.709.774 VND/khách,07:10,28 thg 4,09:20,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.709.774 VND/khách,20:00,28 thg 4,22:10,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.709.774 VND/khách,22:10,28 thg 4,00:20,29 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.764.377 VND/khách,16:50,28 thg 4,19:00,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.816.696 VND/khách,19:40,28 thg 4,21:50,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.820.816 VND/khách,06:00,28 thg 4,08:10,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.826.597 VND/khách,05:00,28 thg 4,07:10,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.826.597 VND/khách,07:30,28 thg 4,09:40,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
VietJet Air,1.826.597 VND/khách,08:10,28 thg 4,10:20,28 thg 4,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",11-04-2025
