brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1602851,07-04-2025,16,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1735280,08-04-2025,15,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1591005,09-04-2025,14,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1579090,10-04-2025,13,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1583000,11-04-2025,12,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1586000,12-04-2025,11,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1580060,13-04-2025,10,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1546125,14-04-2025,9,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1726999,15-04-2025,8,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1736648,16-04-2025,7,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,1786116,17-04-2025,6,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,2018579,18-04-2025,5,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,2017943,19-04-2025,4,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,2191569,20-04-2025,3,HAN0149
VietJet Air,23-04-2025,05:00:00,23-04-2025,07:10:00,2.17,2190510,21-04-2025,2,HAN0149
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1577110,07-04-2025,16,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1592000,08-04-2025,15,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1591005,09-04-2025,14,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1579090,10-04-2025,13,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1583000,11-04-2025,12,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1586000,12-04-2025,11,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,1580060,13-04-2025,10,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2769060,15-04-2025,8,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2794995,16-04-2025,7,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2748113,17-04-2025,6,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2752103,18-04-2025,5,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2811953,19-04-2025,4,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2811953,20-04-2025,3,HAN0170
VietJet Air,23-04-2025,06:00:00,23-04-2025,08:10:00,2.17,2570312,21-04-2025,2,HAN0170
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1719674,07-04-2025,16,HAN0192
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1735280,08-04-2025,15,HAN0192
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1591005,09-04-2025,14,HAN0192
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1579090,10-04-2025,13,HAN0192
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1583000,11-04-2025,12,HAN0192
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1586000,12-04-2025,11,HAN0192
VietJet Air,23-04-2025,06:15:00,23-04-2025,08:25:00,2.17,1580060,13-04-2025,10,HAN0192
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1719674,07-04-2025,16,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1735280,08-04-2025,15,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1591005,09-04-2025,14,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1579090,10-04-2025,13,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1583000,11-04-2025,12,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1586000,12-04-2025,11,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1580060,13-04-2025,10,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1546125,14-04-2025,9,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1693755,15-04-2025,8,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1736648,16-04-2025,7,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1961085,17-04-2025,6,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,1963080,18-04-2025,5,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,2032905,19-04-2025,4,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,2188515,20-04-2025,3,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,2038890,21-04-2025,2,HAN0219
VietJet Air,23-04-2025,07:10:00,23-04-2025,09:20:00,2.17,3476288,22-04-2025,1,HAN0219
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1719674,07-04-2025,16,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1735280,08-04-2025,15,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1591005,09-04-2025,14,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1579090,10-04-2025,13,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1583000,11-04-2025,12,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1586000,12-04-2025,11,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1580060,13-04-2025,10,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1546125,14-04-2025,9,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1693755,15-04-2025,8,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1751610,16-04-2025,7,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1961085,17-04-2025,6,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,1963080,18-04-2025,5,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,2032905,19-04-2025,4,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,2191569,20-04-2025,3,HAN0242
VietJet Air,23-04-2025,07:30:00,23-04-2025,09:40:00,2.17,2038890,21-04-2025,2,HAN0242
VietJet Air,23-04-2025,08:10:00,23-04-2025,10:20:00,2.17,1719674,07-04-2025,16,HAN0263
VietJet Air,23-04-2025,08:10:00,23-04-2025,10:20:00,2.17,1735280,08-04-2025,15,HAN0263
VietJet Air,23-04-2025,08:10:00,23-04-2025,10:20:00,2.17,1591005,09-04-2025,14,HAN0263
