brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,crawl_date
Vietravel Airlines,2.498.445 VND/khách,05:45,02 thg 5,07:55,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,2.206.481 VND/khách,04:55,02 thg 5,07:05,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
VietJet Air,2.570.000 VND/khách,05:00,02 thg 5,07:10,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.570.000 VND/khách,06:00,02 thg 5,08:10,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,06:15,02 thg 5,08:25,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,07:10,02 thg 5,09:20,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,07:30,02 thg 5,09:40,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,09:40,02 thg 5,11:50,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,12:10,02 thg 5,14:20,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,12:25,02 thg 5,14:35,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,12:50,02 thg 5,15:00,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,19:40,02 thg 5,21:50,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,20:30,02 thg 5,22:40,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,21:00,02 thg 5,23:10,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.800.000 VND/khách,22:10,02 thg 5,00:20,03 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.815.000 VND/khách,20:05,02 thg 5,22:10,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.815.000 VND/khách,10:25,02 thg 5,12:35,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.815.000 VND/khách,17:20,02 thg 5,19:30,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.970.000 VND/khách,09:20,02 thg 5,11:30,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.970.000 VND/khách,13:10,02 thg 5,15:20,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.970.000 VND/khách,16:50,02 thg 5,19:00,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.970.000 VND/khách,18:45,02 thg 5,20:55,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,2.985.000 VND/khách,14:05,02 thg 5,16:10,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,3.014.000 VND/khách,15:25,02 thg 5,17:35,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
Vietnam Airlines,3.033.963 VND/khách,18:00,02 thg 5,20:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.033.963 VND/khách,19:00,02 thg 5,21:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,08:00,02 thg 5,10:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,09:00,02 thg 5,11:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,10:00,02 thg 5,12:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,12:00,02 thg 5,14:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,13:00,02 thg 5,15:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,20:00,02 thg 5,22:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,21:00,02 thg 5,23:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.036.960 VND/khách,17:00,02 thg 5,19:10,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.044.952 VND/khách,07:00,02 thg 5,09:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.044.952 VND/khách,22:00,02 thg 5,00:05,03 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.047.949 VND/khách,06:00,02 thg 5,08:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.055.367 VND/khách,23:00,02 thg 5,01:05,03 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
VietJet Air,3.114.000 VND/khách,08:10,02 thg 5,10:20,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,3.114.000 VND/khách,16:05,02 thg 5,18:15,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
VietJet Air,3.133.000 VND/khách,23:35,02 thg 5,01:45,03 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",12-04-2025
Bamboo Airways,3.133.425 VND/khách,10:40,02 thg 5,12:50,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Bamboo Airways,3.133.425 VND/khách,19:55,02 thg 5,22:05,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Bamboo Airways,3.133.425 VND/khách,21:05,02 thg 5,23:15,02 thg 5,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.284.712 VND/khách,11:00,02 thg 5,13:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.284.712 VND/khách,14:00,02 thg 5,16:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.284.712 VND/khách,16:00,02 thg 5,18:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
Vietnam Airlines,3.290.077 VND/khách,15:00,02 thg 5,17:05,02 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài",12-04-2025
