brand,price,start_time,start_day,end_time,end_day,trip_time,take_place,destination,hand_luggage,checked_baggage,crawl_date
VietJet Air,1.737.645 VND/khách,21:10,05 thg 5,23:05,05 thg 5,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
Bamboo Airways,1.815.275 VND/khách,20:05,05 thg 5,22:10,05 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,1.851.360 VND/khách,04:30,05 thg 5,06:30,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,1.851.360 VND/khách,19:15,05 thg 5,21:15,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,1.851.360 VND/khách,20:10,05 thg 5,22:10,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,2.024.925 VND/khách,06:15,05 thg 5,08:15,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,2.198.490 VND/khách,16:10,05 thg 5,18:10,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
Vietnam Airlines,2.230.767 VND/khách,20:30,05 thg 5,22:30,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,16-04-2025
VietJet Air,2.362.001 VND/khách,09:15,05 thg 5,11:15,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
Vietnam Airlines,2.673.324 VND/khách,17:55,05 thg 5,19:55,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,16-04-2025
Vietnam Airlines,2.673.324 VND/khách,13:20,05 thg 5,15:25,05 thg 5,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,16-04-2025
Vietnam Airlines,2.928.069 VND/khách,07:45,05 thg 5,09:45,05 thg 5,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý xách tay 1 x 12 kg,Hành lý 1 x 23 kg,16-04-2025
VietJet Air,3.021.453 VND/khách,05:30,05 thg 5,06:50,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,3.021.453 VND/khách,05:00,05 thg 5,06:20,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,3.021.453 VND/khách,05:30,05 thg 5,06:50,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
VietJet Air,3.021.453 VND/khách,05:00,05 thg 5,06:20,05 thg 5,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
"Bamboo Airways, VietJet Air",3.047.398 VND/khách,09:05,05 thg 5,10:30,05 thg 5,1h 25m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý xách tay 7 kg,Hành lý 0 kg,16-04-2025
