brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1862000,08-04-2025,20,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1735280,09-04-2025,19,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1737270,10-04-2025,18,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1826597,11-04-2025,17,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1731000,12-04-2025,16,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1723340,13-04-2025,15,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1691760,14-04-2025,14,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1693755,15-04-2025,13,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1786116,17-04-2025,11,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1963080,18-04-2025,10,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2018354,19-04-2025,9,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2031908,20-04-2025,8,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2017943,21-04-2025,7,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2201483,22-04-2025,6,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2214450,23-04-2025,5,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2212455,24-04-2025,4,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,2198490,25-04-2025,3,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1846373,26-04-2025,2,HAN0154
VietJet Air,28-04-2025,05:00:00,28-04-2025,07:10:00,2.17,1895250,27-04-2025,1,HAN0154
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1862000,08-04-2025,20,HAN0175
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1735280,09-04-2025,19,HAN0175
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1737270,10-04-2025,18,HAN0175
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1820816,11-04-2025,17,HAN0175
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1731000,12-04-2025,16,HAN0175
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1723340,13-04-2025,15,HAN0175
VietJet Air,28-04-2025,06:00:00,28-04-2025,08:10:00,2.17,1808468,14-04-2025,14,HAN0175
