brand,start_day,start_time,end_day,end_time,trip_time,price,crawl_date,days_left,id
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2823154,08-04-2025,20,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2822724,09-04-2025,19,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2802195,10-04-2025,18,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2802195,11-04-2025,17,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2808189,12-04-2025,16,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2823852,14-04-2025,14,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2824791,15-04-2025,13,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2819469,17-04-2025,11,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2820657,18-04-2025,10,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2820657,19-04-2025,9,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2820657,20-04-2025,8,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2820657,21-04-2025,7,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,1994518,22-04-2025,6,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2008791,23-04-2025,5,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2008791,24-04-2025,4,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2436627,25-04-2025,3,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2818245,26-04-2025,2,HAN0739
Vietnam Airlines,28-04-2025,04:55:00,28-04-2025,07:05:00,2.17,2817529,27-04-2025,1,HAN0739
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2823154,08-04-2025,20,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2822724,09-04-2025,19,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2802195,10-04-2025,18,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2802195,11-04-2025,17,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2820657,12-04-2025,16,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2820657,13-04-2025,15,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2823852,14-04-2025,14,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2824791,15-04-2025,13,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2819469,17-04-2025,11,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2820657,18-04-2025,10,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,2820657,19-04-2025,9,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,3055367,20-04-2025,8,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,3055367,21-04-2025,7,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,3290077,22-04-2025,6,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,3287921,23-04-2025,5,HAN0761
Vietnam Airlines,28-04-2025,06:00:00,28-04-2025,08:05:00,2.08,3200796,24-04-2025,4,HAN0761
Vietnam Airlines,28-04-2025,07:00:00,28-04-2025,09:05:00,2.08,2823154,08-04-2025,20,HAN0793
Vietnam Airlines,28-04-2025,07:00:00,28-04-2025,09:05:00,2.08,2822724,09-04-2025,19,HAN0793
Vietnam Airlines,28-04-2025,07:00:00,28-04-2025,09:05:00,2.08,2787210,10-04-2025,18,HAN0793
Vietnam Airlines,28-04-2025,07:00:00,28-04-2025,09:05:00,2.08,2787210,11-04-2025,17,HAN0793
