brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date
VietJet Air,1.761.585 VND/khách,12:50,07 thg 5,07 thg 5,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,13:10,07 thg 5,07 thg 5,15:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,15:25,07 thg 5,07 thg 5,17:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,16:05,07 thg 5,07 thg 5,18:15,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,16:50,07 thg 5,07 thg 5,19:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,17:20,07 thg 5,07 thg 5,19:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,18:45,07 thg 5,07 thg 5,20:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,19:40,07 thg 5,07 thg 5,21:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,21:00,07 thg 5,07 thg 5,23:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,22:10,07 thg 5,08 thg 5,00:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.761.585 VND/khách,23:35,07 thg 5,08 thg 5,01:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.873.305 VND/khách,12:25,07 thg 5,07 thg 5,14:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.873.305 VND/khách,20:00,07 thg 5,07 thg 5,22:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,1.887.618 VND/khách,10:25,07 thg 5,07 thg 5,12:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Bamboo Airways,1.918.503 VND/khách,07:10,07 thg 5,07 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,1.918.503 VND/khách,20:05,07 thg 5,07 thg 5,22:15,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,1.918.503 VND/khách,22:35,07 thg 5,08 thg 5,00:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.008.248 VND/khách,04:55,07 thg 5,07 thg 5,07:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,2.101.123 VND/khách,12:50,07 thg 5,07 thg 5,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,2.101.123 VND/khách,18:40,07 thg 5,07 thg 5,20:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.221.670 VND/khách,13:45,07 thg 5,07 thg 5,15:50,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.221.670 VND/khách,14:00,07 thg 5,07 thg 5,16:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
VietJet Air,2.223.428 VND/khách,09:20,07 thg 5,07 thg 5,11:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Vietnam Airlines,2.436.133 VND/khách,06:00,07 thg 5,07 thg 5,08:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.436.133 VND/khách,07:00,07 thg 5,07 thg 5,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.436.133 VND/khách,08:00,07 thg 5,07 thg 5,10:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.436.133 VND/khách,09:00,07 thg 5,07 thg 5,11:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.436.133 VND/khách,10:00,07 thg 5,07 thg 5,12:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.436.133 VND/khách,11:00,07 thg 5,07 thg 5,13:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
