brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date
Bamboo Airways,3.079.584 VND/khách,05:25,03 thg 5,03 thg 5,07:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietravel Airlines,2.752.103 VND/khách,05:45,03 thg 5,03 thg 5,07:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
VietJet Air,2.821.928 VND/khách,05:00,03 thg 5,03 thg 5,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,2.821.928 VND/khách,07:10,03 thg 5,03 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,2.993.498 VND/khách,06:00,03 thg 5,03 thg 5,08:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,2.993.498 VND/khách,06:15,03 thg 5,03 thg 5,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Bamboo Airways,3.416.051 VND/khách,23:45,03 thg 5,04 thg 5,01:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,3.416.051 VND/khách,23:55,03 thg 5,04 thg 5,02:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
VietJet Air,3.425.415 VND/khách,07:30,03 thg 5,03 thg 5,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.682.770 VND/khách,09:20,03 thg 5,03 thg 5,11:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.682.770 VND/khách,09:40,03 thg 5,03 thg 5,11:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.682.770 VND/khách,22:10,03 thg 5,04 thg 5,00:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.682.770 VND/khách,23:35,03 thg 5,04 thg 5,01:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,08:10,03 thg 5,03 thg 5,10:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,10:25,03 thg 5,03 thg 5,12:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,12:10,03 thg 5,03 thg 5,14:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,15:25,03 thg 5,03 thg 5,17:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,16:05,03 thg 5,03 thg 5,18:15,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,16:50,03 thg 5,03 thg 5,19:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,17:20,03 thg 5,03 thg 5,19:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,18:45,03 thg 5,03 thg 5,20:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,19:40,03 thg 5,03 thg 5,21:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,20:00,03 thg 5,03 thg 5,22:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.742.620 VND/khách,20:30,03 thg 5,03 thg 5,22:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Bamboo Airways,3.760.578 VND/khách,10:40,03 thg 5,03 thg 5,12:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,3.760.578 VND/khách,17:55,03 thg 5,03 thg 5,20:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Bamboo Airways,3.760.578 VND/khách,19:55,03 thg 5,03 thg 5,22:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,06:00,03 thg 5,03 thg 5,08:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,06:15,03 thg 5,03 thg 5,08:20,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,06:30,03 thg 5,03 thg 5,08:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,06:30,03 thg 5,03 thg 5,08:35,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,07:00,03 thg 5,03 thg 5,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,08:00,03 thg 5,03 thg 5,10:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,09:00,03 thg 5,03 thg 5,11:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,10:00,03 thg 5,03 thg 5,12:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.860.172 VND/khách,11:00,03 thg 5,03 thg 5,13:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
