brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,crawl_date
VietJet Air,2.593.500 VND/khách,23:35,30 thg 4,01 thg 5,01:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Vietnam Airlines,2.626.651 VND/khách,13:00,30 thg 4,30 thg 4,15:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.626.651 VND/khách,14:00,30 thg 4,30 thg 4,16:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,2.817.297 VND/khách,12:00,30 thg 4,30 thg 4,14:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
VietJet Air,2.823.923 VND/khách,17:20,30 thg 4,30 thg 4,19:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,2.995.493 VND/khách,05:00,30 thg 4,30 thg 4,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,2.995.493 VND/khách,07:10,30 thg 4,30 thg 4,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
Vietnam Airlines,3.052.161 VND/khách,09:00,30 thg 4,30 thg 4,11:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.287.026 VND/khách,11:00,30 thg 4,30 thg 4,13:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.287.026 VND/khách,15:00,30 thg 4,30 thg 4,17:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.419.577 VND/khách,10:20,30 thg 4,30 thg 4,12:20,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.499.130 VND/khách,06:00,30 thg 4,30 thg 4,08:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.618.378 VND/khách,07:00,30 thg 4,30 thg 4,09:05,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.618.378 VND/khách,10:35,30 thg 4,30 thg 4,12:40,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hà Nội (HAN)
Sân bay Nội Bài",24-04-2025
Vietnam Airlines,3.618.378 VND/khách,04:55,30 thg 4,30 thg 4,07:05,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.685.763 VND/khách,12:50,30 thg 4,30 thg 4,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.744.615 VND/khách,06:15,30 thg 4,30 thg 4,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.744.615 VND/khách,08:10,30 thg 4,30 thg 4,10:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.744.615 VND/khách,09:20,30 thg 4,30 thg 4,11:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.744.615 VND/khách,19:40,30 thg 4,30 thg 4,21:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
VietJet Air,3.744.615 VND/khách,20:30,30 thg 4,30 thg 4,22:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",24-04-2025
