brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,checked_baggage,hand_luggage,crawl_date
Bamboo Airways,2.106.957 VND/khách,22:35,07 thg 5,08 thg 5,00:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,05:00,07 thg 5,07 thg 5,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,06:00,07 thg 5,07 thg 5,08:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,06:15,07 thg 5,07 thg 5,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,21:00,07 thg 5,07 thg 5,23:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,22:10,07 thg 5,08 thg 5,00:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,23:35,07 thg 5,08 thg 5,01:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
Vietravel Airlines,1.490.265 VND/khách,05:45,07 thg 5,07 thg 5,07:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,14:05,07 thg 5,07 thg 5,16:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,07:10,07 thg 5,07 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,07:30,07 thg 5,07 thg 5,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,08:10,07 thg 5,07 thg 5,10:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,09:20,07 thg 5,07 thg 5,11:30,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,09:40,07 thg 5,07 thg 5,11:50,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,10:25,07 thg 5,07 thg 5,12:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,12:25,07 thg 5,07 thg 5,14:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,12:50,07 thg 5,07 thg 5,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,13:10,07 thg 5,07 thg 5,15:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,15:25,07 thg 5,07 thg 5,17:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,16:05,07 thg 5,07 thg 5,18:15,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
