brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,checked_baggage,hand_luggage,crawl_date
Bamboo Airways,3.374.912 VND/khách,23:05,04 thg 5,05 thg 5,01:15,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 20 kg,Hành lý xách tay 7 kg,25-04-2025
Vietravel Airlines,2.751.105 VND/khách,05:45,04 thg 5,04 thg 5,07:55,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,20:05,04 thg 5,04 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,05:00,04 thg 5,04 thg 5,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,06:00,04 thg 5,04 thg 5,08:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,06:15,04 thg 5,04 thg 5,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,07:10,04 thg 5,04 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,07:30,04 thg 5,04 thg 5,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,08:10,04 thg 5,04 thg 5,10:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,2.798.985 VND/khách,11:25,04 thg 5,04 thg 5,13:35,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
