brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,checked_baggage,hand_luggage,crawl_date
Bamboo Airways,2.159.075 VND/khách,12:50,06 thg 5,06 thg 5,15:00,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hà Nội (HAN)
Sân bay Nội Bài",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,22:10,06 thg 5,07 thg 5,00:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.384.530 VND/khách,23:35,06 thg 5,07 thg 5,01:45,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.399.493 VND/khách,20:30,06 thg 5,06 thg 5,22:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,05:00,06 thg 5,06 thg 5,07:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,06:00,06 thg 5,06 thg 5,08:10,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,06:15,06 thg 5,06 thg 5,08:25,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,06:30,06 thg 5,06 thg 5,08:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,07:10,06 thg 5,06 thg 5,09:20,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,1.594.005 VND/khách,07:30,06 thg 5,06 thg 5,09:40,2h 10m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hà Nội (HAN)
Sân bay Nội Bài
Nhà ga 1",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
