brand,price,start_time,start_day,end_day,end_time,trip_time,take_place,destination,checked_baggage,hand_luggage,crawl_date
VietJet Air,2.581.530 VND/khách,19:15,01 thg 5,01 thg 5,21:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,19-04-2025
VietJet Air,2.581.530 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,19-04-2025
VietJet Air,1.857.345 VND/khách,04:30,01 thg 5,01 thg 5,06:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
VietJet Air,2.031.908 VND/khách,06:15,01 thg 5,01 thg 5,08:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
Bamboo Airways,2.159.075 VND/khách,20:05,01 thg 5,01 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
Vietnam Airlines,2.235.762 VND/khách,20:30,01 thg 5,01 thg 5,22:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,20-04-2025
VietJet Air,2.373.053 VND/khách,09:15,01 thg 5,01 thg 5,11:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
Vietnam Airlines,2.480.517 VND/khách,13:20,01 thg 5,01 thg 5,15:25,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,20-04-2025
Vietnam Airlines,2.484.513 VND/khách,07:45,01 thg 5,01 thg 5,09:45,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,20-04-2025
VietJet Air,2.577.540 VND/khách,21:10,01 thg 5,01 thg 5,23:05,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
VietJet Air,2.577.540 VND/khách,14:05,01 thg 5,01 thg 5,16:05,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
VietJet Air,2.577.540 VND/khách,16:10,01 thg 5,01 thg 5,18:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
VietJet Air,2.577.540 VND/khách,19:15,01 thg 5,01 thg 5,21:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
VietJet Air,2.577.540 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,20-04-2025
VietJet Air,1.859.340 VND/khách,04:30,01 thg 5,01 thg 5,06:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
VietJet Air,2.032.905 VND/khách,06:15,01 thg 5,01 thg 5,08:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
Bamboo Airways,2.159.075 VND/khách,20:05,01 thg 5,01 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
Vietnam Airlines,2.236.761 VND/khách,20:30,01 thg 5,01 thg 5,22:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,21-04-2025
VietJet Air,2.375.048 VND/khách,09:15,01 thg 5,01 thg 5,11:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
Vietnam Airlines,2.482.515 VND/khách,13:20,01 thg 5,01 thg 5,15:25,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,21-04-2025
Vietnam Airlines,2.485.512 VND/khách,07:45,01 thg 5,01 thg 5,09:45,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,21-04-2025
VietJet Air,2.578.538 VND/khách,21:10,01 thg 5,01 thg 5,23:05,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
VietJet Air,2.578.538 VND/khách,14:05,01 thg 5,01 thg 5,16:05,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
VietJet Air,2.578.538 VND/khách,16:10,01 thg 5,01 thg 5,18:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
VietJet Air,2.578.538 VND/khách,19:15,01 thg 5,01 thg 5,21:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
VietJet Air,2.578.538 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,21-04-2025
Bamboo Airways,2.317.999 VND/khách,20:05,01 thg 5,01 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.038.890 VND/khách,04:30,01 thg 5,01 thg 5,06:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.209.463 VND/khách,06:15,01 thg 5,01 thg 5,08:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.384.025 VND/khách,09:15,01 thg 5,01 thg 5,11:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.584.523 VND/khách,21:10,01 thg 5,01 thg 5,23:05,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.584.523 VND/khách,14:05,01 thg 5,01 thg 5,16:05,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.584.523 VND/khách,16:10,01 thg 5,01 thg 5,18:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
VietJet Air,2.584.523 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,22-04-2025
Vietnam Airlines,2.882.834 VND/khách,07:45,01 thg 5,01 thg 5,09:45,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,22-04-2025
Vietnam Airlines,2.970.027 VND/khách,20:30,01 thg 5,01 thg 5,22:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,22-04-2025
Vietnam Airlines,3.117.559 VND/khách,13:20,01 thg 5,01 thg 5,15:25,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,22-04-2025
Vietnam Airlines,3.290.706 VND/khách,17:55,01 thg 5,01 thg 5,19:55,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,22-04-2025
Bamboo Airways,2.317.999 VND/khách,20:05,01 thg 5,01 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.040.885 VND/khách,04:30,01 thg 5,01 thg 5,06:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.212.455 VND/khách,06:15,01 thg 5,01 thg 5,08:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.587.515 VND/khách,21:10,01 thg 5,01 thg 5,23:05,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.587.515 VND/khách,09:15,01 thg 5,01 thg 5,11:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.587.515 VND/khách,14:05,01 thg 5,01 thg 5,16:05,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.587.515 VND/khách,16:10,01 thg 5,01 thg 5,18:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,2.587.515 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
VietJet Air,3.130.155 VND/khách,19:15,01 thg 5,01 thg 5,21:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,23-04-2025
Vietnam Airlines,3.164.832 VND/khách,13:20,01 thg 5,01 thg 5,15:25,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,3.243.254 VND/khách,20:30,01 thg 5,01 thg 5,22:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Vietnam Airlines,3.424.572 VND/khách,07:45,01 thg 5,01 thg 5,09:45,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 23 kg,Hành lý xách tay 1 x 12 kg,23-04-2025
Bamboo Airways,2.668.833 VND/khách,20:05,01 thg 5,01 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.045.873 VND/khách,04:30,01 thg 5,01 thg 5,06:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.045.873 VND/khách,06:15,01 thg 5,01 thg 5,08:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.593.500 VND/khách,21:10,01 thg 5,01 thg 5,23:05,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.593.500 VND/khách,09:15,01 thg 5,01 thg 5,11:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.593.500 VND/khách,14:05,01 thg 5,01 thg 5,16:05,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.593.500 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,2.823.923 VND/khách,16:10,01 thg 5,01 thg 5,18:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
Vietnam Airlines,3.422.574 VND/khách,07:45,01 thg 5,01 thg 5,09:45,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
Vietnam Airlines,3.422.574 VND/khách,20:30,01 thg 5,01 thg 5,22:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
Vietnam Airlines,3.642.572 VND/khách,13:20,01 thg 5,01 thg 5,15:25,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,3.855.208 VND/khách,19:35,01 thg 5,01 thg 5,21:35,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",,,24-04-2025
VietJet Air,3.792.520 VND/khách,06:50,01 thg 5,01 thg 5,08:10,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,3.792.520 VND/khách,05:30,01 thg 5,01 thg 5,06:50,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
VietJet Air,3.792.520 VND/khách,05:00,01 thg 5,01 thg 5,06:20,1h 20m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Đà Nẵng (DAD)
Sân bay Đà Nẵng",Hành lý 0 kg,Hành lý xách tay 7 kg,25-04-2025
Bamboo Airways,2.742.444 VND/khách,20:05,01 thg 5,01 thg 5,22:10,2h 5m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.028.915 VND/khách,04:30,01 thg 5,01 thg 5,06:30,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.196.495 VND/khách,06:15,01 thg 5,01 thg 5,08:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.569.560 VND/khách,21:10,01 thg 5,01 thg 5,23:05,1h 55m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.569.560 VND/khách,09:15,01 thg 5,01 thg 5,11:15,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.569.560 VND/khách,14:05,01 thg 5,01 thg 5,16:05,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.569.560 VND/khách,20:10,01 thg 5,01 thg 5,22:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,2.796.990 VND/khách,16:10,01 thg 5,01 thg 5,18:10,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
VietJet Air,3.112.200 VND/khách,19:35,01 thg 5,01 thg 5,21:35,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga 1","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 0 kg,Hành lý xách tay 7 kg,26-04-2025
Vietnam Airlines,3.421.575 VND/khách,07:45,01 thg 5,01 thg 5,09:45,2h 0m,"TP HCM (SGN)
Sân bay Tân Sơn Nhất
Nhà ga T3","Hải Phòng (HPH)
Sân bay quốc tế Cát Bi",Hành lý 1 x 23 kg,Hành lý xách tay 1 x 12 kg,26-04-2025
